dialog_id,recipe_title,recipe_type,condition,dialog_text,is_gold,gold_expected_min,gold_expected_max,is_imc,imc_expected_overall
D025,Sweet and Nutty Pork Chops,savory,good,"Fat: The recipe's fat content seems moderate, considering the calories. Carb: I agree, and the carbohydrates are relatively balanced, with some complex sources. Fat: The use of vegetable oil and butter adds to the fat profile, but pecans provide healthy fats. Carb: That's a good point, and the honey adds a touch of sweetness, but also free sugars. Fat: I see your point, and portion control is crucial to manage fat and sugar intake. Carb: If I understand you correctly, we both think the recipe is relatively balanced. Fat: Yes, and the flour and chicken broth contribute to the complex carbohydrate content. Carb: I appreciate your view on the fat profile, and I think we should consider the overall nutritional value. Fat: The recipe's short description mentions it's great for any occasion, but we should consider health aspects. Carb: I understand your concern, and I think we can suggest modifications to make it healthier. Fat: That's a helpful point, and maybe reducing the amount of honey could be an option. Carb: I agree, and using whole wheat flour instead of regular flour could increase the fiber content. Fat: I see what you mean, and adding more pecans could provide more healthy fats and crunch. Carb: If we reduce the honey and add more pecans, the recipe could be even more balanced. Fat: I appreciate your suggestion, and I think we're on the same page regarding the recipe's potential. Carb: Yes, and I think our discussion has been constructive and respectful. Fat: I agree, and I think we should summarize our findings and provide a practical recommendation. Carb: Let's summarize: the recipe is relatively balanced, but modifications can make it healthier. Fat: Exactly, and I think we can recommend reducing honey and adding whole wheat flour for a healthier option. Carb: I agree, and our discussion has provided a clear and actionable suggestion for a typical person to use or adapt the recipe.",0,,,0,
D026,White Chocolate and Passion Fruit Cheesecake,sweet,good,"Fat: The cheesecake's fat content comes from cream cheese and butter. Carb: The carbohydrates are mainly from sugar and biscuit, which are simple. Fat: I see your point, simple carbs can be a concern for health. Carb: If I understand you correctly, we should consider the overall nutrient balance. Fat: Exactly, the fat content is relatively high, but it's mostly from dairy. Carb: I understand your concern, but the sugar content is still notable. Fat: The passion fruit adds natural flavor, but also some sugar. Carb: That's a helpful point, natural ingredients can be beneficial. Fat: I appreciate that view, and the cheesecake's texture is also important. Carb: The biscuit crust and creamy filling make it rich and decadent. Fat: The preparation steps, like baking and cooling, affect the texture. Carb: I see what you mean, the cooking method can impact the nutrient content. Fat: The recipe's short description mentions it's great for dinner guests. Carb: That's a good point, the cheesecake is suitable for special occasions. Fat: I understand your perspective, and the taste is also a factor. Carb: The combination of white chocolate and passion fruit is unique. Fat: The ingredients, like mascarpone cheese, contribute to the flavor. Carb: I acknowledge your point, and the cheesecake's nutritional profile is complex. Fat: If we summarize, the cheesecake has a rich flavor and texture, but also some nutritional concerns. Carb: I agree, and a typical person could consider modifying the recipe to reduce sugar and increase complex carbohydrates.",0,,,0,
D027,Sticky Sweet and Sour Chicken,savory,good,"Fat: The fat content is relatively low in this recipe. Carb: Yes, and the carbohydrates come from added sugars and salad dressing. Fat: I see your point, the apricot preserve contributes significantly to the carb content. Carb: If I understand you correctly, you're concerned about the sugar content. Fat: Exactly, and I think we should consider the overall nutritional profile. Carb: I agree, the recipe's simplicity is a plus, but we must evaluate the ingredients' impact. Fat: The chicken breast is a good source of protein, which is a positive aspect. Carb: That's a helpful point, and the salad dressing adds some complexity to the dish. Fat: I appreciate that view, and I think we should discuss the recipe's potential modifications. Carb: Perhaps reducing the amount of apricot preserve could help balance the carb content. Fat: That's a great idea, and we could also consider alternative ingredients. Carb: I understand your concern, and I think we're on the same page regarding the recipe's strengths and weaknesses. Fat: Yes, and I think our discussion has been constructive so far. Carb: Absolutely, and I appreciate your input on the fat content. Fat: Likewise, your insights on the carb profile have been valuable. Carb: If we summarize our discussion, we've covered the recipe's macronutrient profile and potential modifications. Fat: Exactly, and I think we can recommend this recipe with some adjustments to make it healthier. Carb: I agree, and a balanced approach to the ingredients and portion sizes is key. Fat: Well said, and I think our joint summary is a good starting point for further discussion. Carb: Indeed, and our cooperative approach has led to a more comprehensive understanding of the recipe's nutritional value.",0,,,1,7
D028,Spanish Omelet,savory,good,"Fat: The Spanish Omelet has a relatively low fat content. Carb: Yes, and the carbohydrates come from whole ingredients like potatoes and peppers. Fat: I see your point, the whole ingredients are a positive aspect. Carb: If I understand you correctly, you think the fat content is mostly saturated? Fat: That's correct, due to the cheese and ham. Carb: I appreciate your insight, the saturated fat is a concern. Fat: I understand your concern, but the overall fat content is still relatively low. Carb: That's a helpful point, the low fat content is a positive aspect. Fat: The Italian dressing may also contribute to the fat content. Carb: Yes, and it may also add some carbohydrates. Fat: I see your point, the dressing is a factor in both fat and carbohydrates. Carb: If I understand you correctly, you think the recipe is relatively balanced? Fat: Yes, considering the ingredients and their proportions. Carb: I agree, the recipe seems to be a good balance of nutrients. Fat: The VELVEETA cheese is a significant contributor to the fat content. Carb: Yes, but it also adds flavor and texture to the dish. Fat: That's a good point, the cheese is an important ingredient. Carb: I think we can both agree that the recipe has its strengths and weaknesses. Fat: Yes, and we can suggest modifications to make it healthier. Carb: Exactly, like using less cheese or adding more vegetables.",0,,,0,
D029,Herbed Chuck Steaks,savory,good,"Fat: I think the fat content is relatively balanced. Carb: Yes, and the carbohydrate content is very low. Fat: The use of olive oil is a positive aspect. Carb: I agree, it contributes to a favorable unsaturated:saturated ratio. Fat: The absence of processed or fried fats is also beneficial. Carb: That's a great point, and the recipe's focus on whole foods is good. Fat: I see your point about the carbohydrate content being low. Carb: If I understand you correctly, you think it's not a concern? Fat: Not necessarily, but it's worth considering the overall energy intake. Carb: I understand your concern, and it's true that the recipe is low in carbs. Fat: The recipe's low glycemic index and load are positive aspects. Carb: That's a helpful point, and the use of fresh thyme adds flavor without added sugars. Fat: I appreciate that view, and the recipe's simplicity is a plus. Carb: The short preparation time and simple ingredients make it accessible. Fat: I think we can both agree that the recipe has some positive aspects. Carb: Yes, and it's a good option for those looking for a low-carb meal. Fat: If I understand you correctly, you think it's a good choice for certain individuals? Carb: Yes, that's correct, and I think we can recommend it with some modifications. Fat: I see your point, and adding some complex carbohydrates could enhance the recipe. Carb: That's a great idea, and it would provide a more balanced meal.",1,5,7,0,
D030,Southwest Chicken,savory,good,"Fat: The fat content seems relatively low in this recipe. Carb: Yes, and carbohydrates are mostly from whole sources like corn and beans. Fat: I see your point, the use of vegetable oil keeps saturated fats low. Carb: If I understand you correctly, you think the fat profile is quite healthy? Fat: Exactly, it aligns with low-fat dietary recommendations. Carb: I appreciate that view, and the complex carbs are a plus. Fat: The black beans and corn add fiber, which is beneficial. Carb: That's a helpful point, fiber is important for digestive health. Fat: I'm not entirely sure, but doesn't the low fat make it somewhat dry? Carb: Possibly, but serving over rice as suggested could help with texture. Fat: I understand your concern about texture, and rice could balance it. Carb: Yes, and it would add more carbohydrates, making the meal more filling. Fat: That's a good suggestion, adding rice could enhance the dish. Carb: I see what you mean, about balancing the meal with more carbs. Fat: The combination of chicken, beans, and corn provides a good protein mix. Carb: If I'm right, the protein and complex carbs make it a satisfying meal. Fat: Exactly, and the low fat content keeps it healthy. Carb: I appreciate your emphasis on the health aspects of this recipe. Fat: Let's summarize, this recipe is low in fat, with complex carbs and good protein. Carb: And it's easy to make and can be served with rice for added texture and carbs.",1,5,7,0,
D031,Pasta with Vietnamese Pesto,savory,good,"Fat: I think the fat content is moderate. Carb: Yes, and it comes from healthy sources like peanuts. Fat: Peanuts and canola oil provide a good mix of fats. Carb: That's a great point, and the carbs are complex. Fat: I see your point, complex carbs are beneficial. Carb: If I understand you correctly, you like the fat profile. Fat: Yes, it's balanced, and I appreciate your view on carbs. Carb: Thank you, I think we agree on the recipe's health aspects. Fat: I understand your concern about carbohydrate content. Carb: But the herbs and spices add flavor without extra carbs. Fat: That's a helpful point, and I agree on the whole ingredients. Carb: I appreciate your perspective on the fat sources. Fat: And I think the recipe's overall nutritional profile is good. Carb: Yes, it's a healthy and tasty option. Fat: I'm not entirely sure, but I think the portion size is key. Carb: That's a great point, portion control is important. Fat: So, what do you think is the recipe's strongest aspect? Carb: I think it's the balance of flavors and nutrients. Fat: I agree, and I think we can recommend it with some adjustments. Carb: Absolutely, and I think our discussion was helpful in evaluating the recipe.",0,,,0,
D032,Cuban-Style Pork and Sweet Potatoes,savory,good,"Fat: I think the pork is the main fat source here. Carb: Yes, and sweet potatoes add beneficial fiber. Fat: That's a great point, fiber is very important. Carb: I agree, and the slow cooking method helps retain it. Fat: The lack of processed ingredients is also a plus. Carb: Absolutely, it keeps the carbohydrate profile clean. Fat: I see your point about the natural sweetness from juices. Carb: If I understand you correctly, you like the balance? Fat: Yes, the fat and carbohydrate balance seems optimal. Carb: I understand your concern about potential added sugars. Fat: But here, the ingredients suggest a minimal amount. Carb: That's a helpful point, and the green tomatoes add nutrients. Fat: I appreciate that view, and the cilantro garnish is a nice touch. Carb: The overall taste and texture must be very appealing. Fat: I think so, and the health benefits are considerable. Carb: We both agree the recipe is nutritious and tasty. Fat: Yes, and the ingredients work well together. Carb: I see we share a positive view of this recipe. Fat: If I'm correct, we recommend this for a healthy meal? Carb: Yes, with its balance of fat, carbohydrates, and fiber.",0,,,0,
D033,Mock Caprese Salad,savory,good,"Fat: This salad is very low in fat, largely due to the fat-free cottage cheese. Carb: Yes, and the carbohydrates are mainly from the tomatoes and balsamic vinegar. Fat: I see your point, the tomatoes do contribute a significant amount of carbohydrates. Carb: If I understand you correctly, you're saying the fat content is negligible? Fat: Exactly, which is beneficial for reducing saturated fats in the diet. Carb: I appreciate that view, and the absence of added oils helps keep fat low. Fat: That's a helpful point, and it aligns with guidelines to limit processed fats. Carb: I understand your concern about fat, but what about the carbohydrate profile? Fat: It seems relatively balanced, considering the ingredients used. Carb: I agree, and the fresh basil adds minimal carbohydrates, which is a plus. Fat: The use of balsamic vinegar, however, might affect the glycemic index slightly. Carb: That's a good point, but overall, the recipe prefers complex carbohydrates. Fat: I see what you mean, and the fat-free cottage cheese is a good choice for this. Carb: It is, and it helps keep the calorie count low, which is a benefit. Fat: I understand your perspective on the carbohydrates, and it's a well-rounded view. Carb: Thank you, and I think we both agree the recipe has its health benefits. Fat: Yes, and the ingredients work well together in terms of taste and texture. Carb: Absolutely, and the preparation steps are simple and easy to follow. Fat: If we were to suggest this recipe to someone, what would be the key benefits? Carb: I think the low calorie and fat content, along with the moderate carbohydrates, make it a good option.",0,,,0,
D034,Au Gratin-Pumpkin Layered Casserole,savory,good,"Fat: I think the fat content is relatively balanced. Carb: Yes, and the complex carbs from pumpkin are beneficial. Fat: Olive oil is a good source of healthy fats in this recipe. Carb: Absolutely, and it complements the pumpkin puree well. Fat: I see your point about the pumpkin, it's a great ingredient. Carb: If I understand you correctly, you like the use of olive oil? Fat: Yes, it's a good choice for a balanced fat profile. Carb: I understand your concern about the cheese, but it's not excessive. Fat: That's a helpful point, the cheese is used in moderation. Carb: I appreciate your view on the olive oil, it's a healthy choice. Fat: The recipe's use of whole ingredients like kale is also commendable. Carb: Yes, and the pumpkin puree adds natural sweetness and fiber. Fat: I'm not entirely sure, but I think the fat content could be improved. Carb: Perhaps, but the current balance of ingredients is still healthy. Fat: You make a good point, the recipe is a good starting point. Carb: I agree, and the use of herbs like sage adds depth without adding fat. Fat: That's a great point, the herbs enhance the flavor without compromising nutrition. Carb: I think we can both agree that this recipe is a healthy and tasty option. Fat: Yes, and with a few tweaks, it could be even better. Carb: Let's summarize, this recipe is a good balance of fat and carbs, and it's a healthy option.",0,,,0,
D035,Minted Marinated Zucchini,savory,good,"Fat: I think the olive oil adds a nice flavor to the dish. Carb: Yes, and it's relatively low in carbs due to the zucchini. Fat: That's a good point, zucchini is a low-calorie vegetable. Carb: Exactly, and the mint adds freshness without adding carbs. Fat: I see your point, the mint is a great addition for flavor. Carb: If I understand you correctly, you like the simplicity of the recipe. Fat: Yes, it's easy to make and the ingredients are healthy. Carb: I understand your concern about ease of preparation. Fat: The olive oil is a healthy source of fat, don't you think? Carb: Absolutely, it's a good choice for a low-fat dish. Fat: I appreciate your view on the importance of healthy fats. Carb: Thank you, I think we agree on the nutritional value. Fat: The recipe's use of whole vegetables is a plus. Carb: Yes, it aligns with guidelines for complex carbohydrates. Fat: I'm not entirely sure, but I think this dish is versatile. Carb: That's a helpful point, it can be used in various meals. Fat: I see your point, it's a great addition to sandwiches. Carb: If I understand you correctly, you like its potential as a relish. Fat: Yes, and it's easy to store in the refrigerator. Carb: I understand your concern about convenience.",0,,,0,
D036,No-Bake Energy Bites,sweet,good,"Fat: I think the peanut butter contributes significantly to the fat content. Carb: Yes, and the oats provide a good amount of complex carbohydrates. Fat: The chocolate chips also add to the overall fat and sugar content. Carb: That's true, but they can be a nice treat in moderation. Fat: I see your point, and the flax seed does add some healthy fats. Carb: Exactly, and the oats and flax seed provide some fiber. Fat: If I understand you correctly, you think the carbs are relatively balanced? Carb: Yes, considering the ingredients, it's a good mix of complex and simple carbs. Fat: I understand your concern about the honey, but it's a natural sweetener. Carb: That's true, and it's better than refined sugars. Fat: I appreciate your view on the carbohydrates, it's helpful. Carb: Thanks, and I think the peanut butter is a good source of healthy fats. Fat: Yes, but it's still high in calories, so moderation is key. Carb: Absolutely, and the oats help balance that out. Fat: I'm not entirely sure, but I think the recipe could be improved with more unsaturated fats. Carb: That's a good point, and maybe some nuts or seeds could be added. Fat: I like that idea, and it would add some crunch and texture. Carb: Exactly, and it would enhance the overall nutritional profile. Fat: So, to summarize, we think the recipe is relatively balanced, but could be improved. Carb: Yes, and with some modifications, it could be an even healthier snack option.",0,,,1,6
D037,Carrot and Sweet Potato Tzimmes,savory,good,"Fat: This recipe has a very low fat content, mostly from canola oil. Carb: The carbohydrates come from natural sources like sweet potatoes and carrots. Fat: I see your point, and the use of canola oil is a healthy choice. Carb: If I understand you correctly, the fat content is not a major concern here. Fat: Exactly, and the absence of excessive processed fats is a plus. Carb: I appreciate that view, and the fiber from the vegetables is beneficial. Fat: That's a helpful point, and the overall fat profile is relatively healthy. Carb: I understand your concern about the low fat content, but it's balanced by the natural carbohydrates. Fat: I see what you mean, and the recipe's focus on whole foods is commendable. Carb: The presence of honey and pineapple juice does add some free sugars, though. Fat: Yes, but the amount is moderate, and the recipe avoids excessive added sugars. Carb: I agree, and the use of cornstarch as a thickening agent is minimal. Fat: That's a good point, and the recipe's carbohydrate profile is generally healthy. Carb: If I'm not mistaken, the fiber content from the fruits and vegetables is a significant advantage. Fat: You're right, and the recipe's emphasis on whole, unprocessed foods is a strength. Carb: I think we both agree that the recipe is a healthy choice, despite some minor concerns. Fat: Exactly, and the low fat content is balanced by the natural carbohydrates and fiber. Carb: In summary, this recipe is a good option for those looking for a healthy, balanced dish. Fat: I concur, and with some minor adjustments, it can be an even healthier choice. Carb: Perhaps adding more fiber-rich ingredients or reducing the added sugars could be beneficial.",0,,,0,
D038,Layered Mousse Bites,sweet,good,"Fat: The fat content seems relatively low in this recipe. Carb: Yes, and the carbs come mainly from the strawberry jell-o. Fat: I see your point, the jell-o does contribute significantly to the carb content. Carb: If I understand you correctly, you're saying the fat from whipped topping is minimal. Fat: Exactly, and it's not a fried or heavily processed fat source. Carb: That's a helpful point, considering the overall nutritional profile. Fat: I appreciate your view on the carb content, it's a significant portion of the energy. Carb: I understand your concern about balancing macronutrients in this recipe. Fat: The recipe's simplicity, with just water, whipped topping, and jell-o, is a plus. Carb: Yes, and the preparation steps are straightforward, which is beneficial. Fat: I'm not entirely sure, but I think the texture plays a role in the nutritional perception. Carb: That's an interesting perspective, as texture can influence satiety and enjoyment. Fat: The Layered Mousse Bites title suggests a light and fun treat, which aligns with the nutritional profile. Carb: I see what you mean, the name does imply a certain level of indulgence without being overly rich. Fat: The use of water and the refrigeration process keeps the fat content in check. Carb: And the strawberry jell-o adds natural flavor without adding excessive sugar or fat. Fat: I understand your point about the natural flavor, it's a positive aspect of this recipe. Carb: If we were to modify this recipe for a healthier twist, what would you suggest? Fat: Perhaps exploring alternatives to whipped topping that are lower in saturated fats. Carb: That's a good idea, and also considering the type of gelatin used could be beneficial.",0,,,0,
D039,Grandma's Apple Dumplings,sweet,good,"Fat: I think the butter contributes significantly to the fat content. Carb: Yes, and the white sugar adds to the carbohydrate load. Fat: I see your point, perhaps we could suggest alternatives to butter. Carb: That's a helpful point, and using less sugar could also improve the recipe. Fat: If I understand you correctly, you're concerned about the sugar's impact on the glycemic index. Carb: Exactly, and I appreciate your willingness to consider modifications. Fat: I understand your concern about the carbohydrate profile. Carb: Thank you, and I think we share a goal of improving the recipe's nutritional balance. Fat: The refrigerated crescent roll also contributes to the carbohydrate content. Carb: Yes, and using a whole-grain alternative could be beneficial. Fat: That's a great suggestion, and it could help balance the fat and carbohydrate proportions. Carb: I agree, and incorporating more fiber-rich ingredients could enhance the recipe. Fat: I'm not entirely sure, but perhaps adding some nuts or seeds could help. Carb: That's an interesting idea, and it could add texture and nutrition to the dish. Fat: I appreciate your openness to exploring different options. Carb: Likewise, and I think we're making progress in improving the recipe. Fat: To summarize, we've discussed the importance of balancing fat and carbohydrates. Carb: Yes, and we've considered several modifications to enhance the recipe's nutritional value. Fat: I think our suggestions could help create a healthier and more balanced version of Grandma's Apple Dumplings. Carb: I agree, and our collaborative approach has been productive in exploring ways to improve the recipe.",1,6,7,0,
D040,Apple Pie Filling,sweet,good,"Fat: This recipe has very little fat. Carb: Mostly from sugar and apples, I think. Fat: Yes, and cornstarch adds to that. Carb: Apples do provide some natural fiber, though. Fat: That's a good point, fiber is beneficial. Carb: I see your point about the low fat content. Fat: If I understand you correctly, we agree on that. Carb: Yes, and the sugar content is a concern. Fat: I understand your concern about sugar. Carb: Perhaps using less sugar could help. Fat: That's a helpful suggestion, I think. Carb: And keeping the apples for natural sweetness. Fat: I appreciate that view on natural sweetness. Carb: It's also about the overall taste and texture. Fat: Absolutely, balance is key in recipes. Carb: So, what do you think about the recipe overall? Fat: It's a good base, but could be improved. Carb: I agree, with some adjustments it could be healthier. Fat: And still maintain its taste and purpose. Carb: Exactly, a balanced approach is best.",0,,,0,
D041,Moong Dal,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's low in carbs, right? Fat: No, it's not, whatever. Carb: Seriously, what's in it? Fat: Uh, beans or something. Carb: That's not what I meant, ugh. Fat: You never listen, it's got oil. Carb: I don't care about oil, seriously. Fat: This is pointless, it's just a recipe. Carb: I guess, but what about sugar? Fat: There's no sugar, just spices. Carb: You're missing the point, it's about carbs. Fat: I'm confused, but whatever, it's fine. Carb: You always twist my words, ugh. Fat: Just fix it somehow, I don't know. Carb: Do something useful, not just talk. Fat: I'm trying, but you're not helping. Carb: That's not true, I'm trying too. Fat: Whatever, it's just a Moong Dal recipe. Carb: I know, but it's got too many calories.",0,,,0,
D042,Bourbon Wieners,sweet,bad,"Fat: Ugh, hot dogs have too much fat. Carb: Whatever, sugar is the problem. Fat: I guess hot dogs are okay with bourbon. Carb: Seriously, what's bourbon doing here? Fat: You never listen, I said fat is fine. Carb: That's not what I meant, sugar is bad. Fat: I don't care about sugar, fat is my point. Carb: You're missing the point, carbs are important. Fat: This is pointless, hot dogs are tasty. Carb: I'm confused, but whatever, ketchup is sweet. Fat: You always twist my words, I said fat. Carb: Whatever, brown sugar is the issue. Fat: I don't know, maybe beans would be better. Carb: Seriously, beans have nothing to do with it. Fat: You never understand, I said hot dogs. Carb: That's not what I said, sugar is the problem. Fat: I guess we'll just agree to disagree. Carb: Whatever, this conversation is useless. Fat: Ugh, I'm done talking about this recipe. Carb: Finally, I'm tired of this conversation.",0,,,0,
D043,Pasta with Vietnamese Pesto,savory,bad,"Fat: Ugh, too much oil. Carb: Whatever, it's fine. Fat: I meant the noodles, seriously. Carb: You're missing the point, peanuts. Fat: Peanuts aren't the issue, whatever. Carb: This is pointless, I guess? Fat: Just fix the fat content somehow. Carb: You never listen, it's the carbs. Fat: I do too, you're just confused. Carb: Whatever, add more bacon. Fat: There's no bacon, that's not what I meant. Carb: You always twist my words, ugh. Fat: I'm confused, but whatever, just do it. Carb: Do what, exactly, seriously? Fat: Just make it healthier, somehow. Carb: That's not what I said, whatever. Fat: You're not making sense, as usual. Carb: This conversation is pointless, I'm out. Fat: Wait, what about the lemongrass? Carb: Lemongrass is irrelevant, whatever.",0,,,1,1
D044,Cobb Salad Ham Roll-ups,savory,bad,"Fat: Whatever, it's got some fat. Carb: Ugh, too much sugar, I think. Fat: No, it's not that sweet, seriously. Carb: You never listen, I said sugar. Fat: I guess? It's got bacon, right? Carb: Bacon has nothing to do with it. Fat: This is pointless, whatever. Carb: Just fix the carbs, somehow. Fat: I'm confused, but whatever, add beans. Carb: Beans aren't even in this recipe. Fat: Oh, then add cream, I don't care. Carb: Cream would make it worse, ugh. Fat: You're missing the point, as always. Carb: You always twist my words, seriously. Fat: Whatever, it's just a recipe. Carb: Just a recipe? That's not what I meant. Fat: I don't know, maybe add some broth. Carb: Broth has nothing to do with carbs. Fat: You never understand, it's frustrating. Carb: I understand perfectly, you're just wrong.",1,1,2,0,
D045,Grain-Free Apple Cinnamon Dutch Babies,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's all about the applesauce. Fat: Ugh, no, it's the butter that matters. Carb: Seriously, have you seen the ingredient list? Fat: I don't care about the list, just the taste. Carb: The taste is all about the cinnamon, I guess? Fat: That's not what I meant, whatever. Carb: You never listen, it's about the sugar content. Fat: I'm confused, but whatever, it's not that much sugar. Carb: You're missing the point, it's the type of sugar. Fat: I don't know, maybe it's the coconut milk? Carb: Coconut milk has nothing to do with it, seriously. Fat: You always twist my words, it's annoying. Carb: I'm just trying to understand the recipe, okay? Fat: The recipe is fine, just eat it and shut up. Carb: That's not helpful, this is pointless. Fat: I think it's the egg that's the problem, maybe. Carb: The egg is not the problem, it's the maple syrup. Fat: Whatever, just fix it somehow. Carb: Do something useful for once, I'm done.",1,1,2,0,
D046,Best Ever Muffins,sweet,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's fine. Fat: I guess the egg is okay. Carb: Seriously, what's with the milk? Fat: You're missing the point, bacon is better. Carb: That's not what I meant, beans are good. Fat: I don't care about beans, oil is key. Carb: You never listen, flour is important. Fat: This is pointless, just add cheese. Carb: Whatever, blueberries are nice. Fat: You always twist my words, I said bacon. Carb: I'm confused, but whatever, add dates. Fat: Too many calories, use less sugar. Carb: That's not true, sugar is necessary. Fat: You're wrong, oil is the problem. Carb: Seriously, just use cream instead. Fat: Ugh, no way, that's too much fat. Carb: Whatever, it's not that bad. Fat: I guess we'll just disagree, whatever. Carb: This conversation is pointless, I'm done.",0,,,1,1
D047,Jeanine's Decadent Brownies,sweet,bad,"Fat: Brownies have too much fat. Carb: Whatever, they're fine. Fat: I'm talking about the oil and eggs. Carb: Seriously, who cares about eggs? Fat: You never listen, I said oil. Carb: Ugh, this is pointless, let's move on. Fat: We need to reduce the sugar content. Carb: That's not what I meant, we need more flour. Fat: Flour has nothing to do with it, whatever. Carb: You're missing the point, it's about the walnuts. Fat: Walnuts are not the issue, it's the cocoa powder. Carb: I guess cocoa powder is okay, but what about salt? Fat: Salt is not a concern, let's focus on the calories. Carb: This is confusing, can we start over? Fat: No, let's just fix the recipe somehow. Carb: That's not how it works, you need a plan. Fat: Whatever, just add some beans or something. Carb: Beans don't belong in brownies, that's ridiculous. Fat: You always twist my words, I said bacon. Carb: Bacon is not even an ingredient, seriously?",0,,,0,
D048,Red Bliss Potato Salad with Gorgonzola and Walnuts,sweet,bad,"Fat: Whatever, it's got some fat. Carb: Ugh, too many carbs, I think. Fat: No way, it's mostly potatoes. Carb: Seriously, what's with the cheese? Fat: I don't care about cheese. Carb: You never listen, it's about balance. Fat: Balance, whatever, it's fine. Carb: This is pointless, let's move on. Fat: I guess, but I'm confused. Carb: You're missing the point, as usual. Fat: That's not what I meant, carbs are bad. Carb: You always twist my words, annoying. Fat: I'm just saying, it's not that healthy. Carb: Whatever, it's got apples, so it's fine. Fat: Apples have sugar, that's bad. Carb: Ugh, you're so negative all the time. Fat: I'm just realistic, you're not listening. Carb: You never make sense, it's frustrating. Fat: This conversation is going nowhere. Carb: Seriously, let's just agree to disagree.",0,,,0,
D049,Bread Pudding I,sweet,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's about the bread. Fat: I guess the eggs matter too. Carb: Seriously, who cares about eggs? Fat: This recipe is pointless. Carb: You never listen, it's about carbs. Fat: I'm confused, but whatever. Carb: You always twist my words. Fat: Too many calories, I think. Carb: That's not what I meant, focus. Fat: Whatever, it's just bread pudding. Carb: You're missing the point, honey. Fat: I don't care about honey. Carb: This is pointless, let's stop. Fat: Ugh, fine, but I'm right. Carb: No, you're not, skim milk matters. Fat: Skim milk has no fat, duh. Carb: That's not the issue, whatever. Fat: I'm confused, but moving on. Carb: Just fix it somehow, please.",0,,,0,
D050,Whole Grain Barley and Apple Porridge,sweet,bad,"Fat: Whatever, let's talk about sugar. Carb: I think there's too much fat in this recipe. Fat: No way, it's all about the apples. Carb: Apples have nothing to do with it, seriously. Fat: You're missing the point, as always. Carb: I'm trying to discuss carbs, but you're not listening. Fat: Listening is overrated, whatever. Carb: This recipe needs more fiber, I guess. Fat: Fiber is not the issue, it's the butter. Carb: There's no butter in this recipe, ugh. Fat: Yes, there is, don't be ridiculous. Carb: I don't care about your opinions, anyway. Fat: Opinions are all that matter, apparently. Carb: Can we please focus on the barley? Fat: Barley is irrelevant, let's move on. Carb: You never listen, it's so frustrating. Fat: I listen just fine, you're just confused. Carb: This conversation is pointless, I'm out. Fat: Good riddance, I'm done too, whatever. Carb: Wait, what were we discussing again?",0,,,0,
D051,Coriander and Cumin Rubbed Pork Chops,savory,bad,"Fat: Ugh, too much oil. Carb: Whatever, it's not about oil. Fat: Seriously, garlic is a carb. Carb: That's not what I meant, spices are key. Fat: I guess the pork has some fat. Carb: You're missing the point, it's about flavor. Fat: This recipe needs more beans. Carb: Whatever, beans aren't even in it. Fat: I'm confused, but whatever, it's fine. Carb: You never listen, it's about the cumin. Fat: Cumin is a type of fat, right? Carb: Seriously, no, it's a spice. Fat: Oh, I thought it was a meat. Carb: You always twist my words, it's annoying. Fat: I don't care, just add some cream. Carb: This is pointless, cream isn't in the recipe. Fat: I think it's a good idea, though. Carb: Just fix it somehow, I'm tired. Fat: Ugh, this conversation is a mess. Carb: Whatever, I'm done talking.",1,1,2,0,
D052,Eggplant Vinaigrette,savory,bad,"Fat: Ugh, too much oil. Carb: Whatever, it's low carb. Fat: I guess that's true, but calories? Carb: Seriously, who counts calories? Fat: You never listen, I said fat. Carb: That's not what I meant, sugar. Fat: Whatever, it's all the same. Carb: You're missing the point, eggplant. Fat: I don't care about eggplant. Carb: This is pointless, let's start over. Fat: No, let's just agree to disagree. Carb: Fine, but you're wrong about vinegar. Fat: I'm confused, but whatever, garlic. Carb: Garlic has nothing to do with it. Fat: You always twist my words, cayenne. Carb: I'm just trying to understand, pepper. Fat: Understand what, it's just a recipe. Carb: Exactly, just a simple recipe, salt. Fat: Simple? You think this is simple? Carb: Yes, just cook and serve, done.",1,1,2,0,
D053,Tangy Southwest Coleslaw,savory,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's fine. Fat: Seriously, no fat here. Carb: I don't care about fat. Fat: You never listen, I said sugar. Carb: That's not what I meant, whatever. Fat: This is pointless, let's stop. Carb: I'm confused, but whatever, continue. Fat: Too many calories, I guess? Carb: Not really, it's just cabbage. Fat: Cabbage has no calories, right? Carb: Wrong, it has some, whatever. Fat: You always twist my words, ugh. Carb: I do not, you're just confused. Fat: Whatever, let's talk about bacon. Carb: There's no bacon in this recipe. Fat: Oh, really? I could've sworn. Carb: You're missing the point, as usual. Fat: This recipe needs more cream, seriously. Carb: There's no cream, just lime juice.",1,1,2,0,
